label,pct_baseline,pct_slate,pct_uplift,watch_baseline,watch_slate,watch_uplift
VALID | 1-stage (weighted score),0.3376555261753346,0.42159235584143423,0.08393682966609961,214.28711725752726,179.86160270058116,-34.4255145569461
VALID | 1-stage (pct-only),0.3376555261753346,0.42701568652242794,0.08936016034709332,214.28711725752726,171.00639886335168,-43.28071839417558
VALID | 2-stage (pct→watch),0.3376555261753346,0.3114656370505626,-0.026189889124771992,214.28711725752726,251.3164740416123,37.02935678408505
TEST | weighted w_pct=0.55,0.3411819695166561,0.3901833244150925,0.04900135489843643,204.72039795518359,208.06708090960657,3.346682954422988
